timestamp,station_id,temperature,humidity,pressure,wind_speed,wind_direction,rain_mm,cloud_cover,humidity_roll_mean_3,cloud_cover_roll_mean_3,wind_speed_roll_mean_3,rain_last_3_sum,pressure_previous,pressure_change,rain_previous,rain_next,will_rain_next,humidity_score,cloud_score,pressure_drop,pressure_drop_score,previous_rain_score,wind_score,rain_risk_score,risk_class,predicted_rain_rule
2026-06-25 12:26:02.421331+00:00,GDN_01,16.68,83.9,1029.93,9.57,9,0.0,31,74.89666666666666,59.0,5.816666666666666,0.25,1020.52,9.410000000000082,0.0,0.76,1,74.89666666666666,59.0,0.0,0.0,0,42.660011743981194,41.49,medium,0
2026-06-25 12:36:02.421331+00:00,GDN_01,16.01,70.15,1023.99,4.32,248,0.76,90,75.61333333333334,73.66666666666667,7.25,0.76,1029.93,-5.940000000000055,0.0,0.8,1,75.61333333333334,73.66666666666667,5.940000000000055,17.182528203644853,0,55.284791544333515,50.07,medium,0
2026-06-25 12:46:02.421331+00:00,GDN_01,16.93,69.94,1005.09,5.88,58,0.8,38,74.66333333333334,53.0,6.59,1.56,1023.99,-18.899999999999977,0.76,0.0,0,74.66333333333334,53.0,18.899999999999977,54.671680647960336,100,49.47152084556663,66.53,high,1
2026-06-25 12:56:02.421331+00:00,GDN_01,13.07,73.23,1016.62,2.16,332,0.0,41,71.10666666666667,56.333333333333336,4.12,1.56,1005.09,11.529999999999973,0.8,1.61,1,71.10666666666667,56.333333333333336,0.0,0.0,100,27.715795654726943,53.19,medium,0
2026-06-25 13:06:02.421331+00:00,GDN_01,14.13,59.18,999.09,6.36,348,1.61,5,67.45,28.0,4.8,2.41,1016.62,-17.529999999999973,0.0,0.0,0,67.45,28.0,17.529999999999973,50.70870697136213,0,33.70522607163827,40.75,medium,0
2026-06-25 13:16:02.421331+00:00,GDN_01,14.7,68.41,1016.68,3.86,282,0.0,86,66.94000000000001,44.0,4.126666666666666,1.61,999.09,17.589999999999918,1.61,0.81,1,66.94000000000001,44.0,0.0,0.0,100,27.774515560775086,48.86,medium,0
2026-06-25 13:26:02.421331+00:00,GDN_01,20.49,93.25,1012.4,13.04,310,0.81,13,73.61333333333333,34.666666666666664,7.753333333333333,2.42,1016.68,-4.279999999999973,0.0,0.0,0,73.61333333333333,34.666666666666664,4.279999999999973,12.380676887474552,0,59.718144450968865,39.2,medium,0
2026-06-25 13:36:02.421331+00:00,GDN_01,18.14,72.77,1020.45,11.39,353,0.0,42,78.14333333333333,47.0,9.43,0.81,1012.4,8.050000000000068,0.81,0.68,1,78.14333333333333,47.0,0.0,0.0,100,74.48620082207867,57.64,medium,0
2026-06-25 13:46:02.421331+00:00,GDN_01,16.7,49.27,1010.61,10.71,244,0.68,2,71.76333333333334,19.0,11.713333333333333,1.4900000000000002,1020.45,-9.840000000000032,0.0,0.22,1,71.76333333333334,19.0,9.840000000000032,28.46398611512868,0,94.59776864357015,41.43,medium,0
2026-06-25 13:56:02.421331+00:00,GDN_01,13.84,58.92,1027.34,8.94,235,0.22,64,60.32,36.0,10.346666666666666,0.9,1010.61,16.729999999999905,0.68,1.74,1,60.32,36.0,0.0,0.0,100,82.56018790369933,50.35,medium,0
2026-06-25 14:06:02.421331+00:00,GDN_01,14.43,85.14,1001.77,7.72,136,1.74,43,64.44333333333333,36.333333333333336,9.123333333333333,2.64,1027.34,-25.569999999999936,0.22,0.39,1,64.44333333333333,36.333333333333336,25.569999999999936,73.96586635811343,100,71.78508514386375,65.39,medium,1
2026-06-25 14:16:02.421331+00:00,GDN_01,18.74,61.82,1012.71,1.05,152,0.39,46,68.62666666666667,51.0,5.903333333333333,2.3499999999999996,1001.77,10.940000000000055,1.74,0.19,1,68.62666666666667,51.0,0.0,0.0,100,43.42337052260715,52.68,medium,0
2026-06-25 14:26:02.421331+00:00,GDN_01,19.37,76.87,1005.89,9.19,279,0.19,79,74.61,56.0,5.986666666666667,2.32,1012.71,-6.82000000000005,0.39,2.03,1,74.61,56.0,6.82000000000005,19.72808793751813,100,44.15736934820904,59.74,medium,0
2026-06-25 14:36:02.421331+00:00,GDN_01,18.06,56.7,1007.18,8.42,225,2.03,77,65.13,67.33333333333333,6.22,2.6099999999999994,1005.89,1.2899999999999636,0.19,0.0,0,65.13,67.33333333333333,0.0,0.0,100,46.21256605989429,55.99,medium,0
2026-06-25 14:46:02.421331+00:00,GDN_01,17.76,53.46,1010.93,12.09,324,0.0,71,62.343333333333334,75.66666666666667,9.9,2.2199999999999993,1007.18,3.75,2.03,0.0,0,62.343333333333334,75.66666666666667,0.0,0.0,100,78.62595419847328,60.48,medium,1
2026-06-25 14:56:02.421331+00:00,GDN_01,15.76,85.16,1005.96,8.0,6,0.0,43,65.10666666666667,63.666666666666664,9.503333333333332,2.0299999999999994,1010.93,-4.969999999999914,0.0,1.11,1,65.10666666666667,63.666666666666664,4.969999999999914,14.376627133352299,0,75.13211978860832,45.84,medium,0
2026-06-25 15:06:02.421331+00:00,GDN_01,17.24,73.15,999.67,4.55,29,1.11,55,70.59,56.333333333333336,8.213333333333333,1.1099999999999997,1005.96,-6.290000000000077,0.0,0.65,1,70.59,56.333333333333336,6.290000000000077,18.194966734162705,0,63.76981796829124,45.28,medium,0
2026-06-25 15:16:02.421331+00:00,GDN_01,18.11,71.5,1005.97,12.29,154,0.65,18,76.60333333333334,38.666666666666664,8.28,1.7599999999999998,999.67,6.300000000000068,1.11,2.31,1,76.60333333333334,38.666666666666664,0.0,0.0,100,64.35701702877274,54.08,medium,0
2026-06-25 15:26:02.421331+00:00,GDN_01,13.32,64.52,1022.86,9.53,290,2.31,70,69.72333333333334,47.666666666666664,8.79,4.07,1005.97,16.889999999999986,0.65,0.0,0,69.72333333333334,47.666666666666664,0.0,0.0,100,68.84908984145623,54.72,medium,0
2026-06-25 15:36:02.421331+00:00,GDN_01,15.55,80.31,1025.91,4.45,86,0.0,56,72.11,48.0,8.756666666666666,2.9599999999999995,1022.86,3.050000000000068,2.31,0.86,1,72.11,48.0,0.0,0.0,100,68.55549031121548,55.49,medium,0
2026-06-25 15:46:02.421331+00:00,GDN_01,16.36,77.19,1023.74,5.73,251,0.86,78,74.00666666666666,68.0,6.57,3.1699999999999995,1025.91,-2.1700000000000728,0.0,0.93,1,74.00666666666666,68.0,2.1700000000000728,6.277118889210478,0,49.29536112742219,45.39,medium,0
2026-06-25 15:56:02.421331+00:00,GDN_01,15.57,49.69,1012.24,13.79,125,0.93,53,69.06333333333333,62.333333333333336,7.989999999999999,1.7899999999999996,1023.74,-11.5,0.86,0.0,0,69.06333333333333,62.333333333333336,11.5,33.26583743129866,100,61.802701115678204,64.14,medium,1
2026-06-25 16:06:02.421331+00:00,GDN_01,19.78,57.57,1003.14,3.63,186,0.0,82,61.48333333333333,71.0,7.716666666666668,1.7899999999999996,1012.24,-9.100000000000023,0.93,0.75,1,61.48333333333333,71.0,9.100000000000023,26.32340179346248,100,59.395184967704054,62.4,medium,1
2026-06-25 16:16:02.421331+00:00,GDN_01,14.6,51.18,1000.85,10.86,222,0.75,68,52.81333333333333,67.66666666666667,9.426666666666668,1.6799999999999997,1003.14,-2.2899999999999636,0.0,1.14,1,52.81333333333333,67.66666666666667,2.2899999999999636,6.624240671101975,0,74.4568408690546,41.53,medium,0
2026-06-25 16:26:02.421331+00:00,GDN_01,15.19,45.28,1015.9,6.62,58,1.14,46,51.343333333333334,65.33333333333333,7.036666666666668,1.8899999999999992,1000.85,15.049999999999955,0.75,0.0,0,51.343333333333334,65.33333333333333,0.0,0.0,100,53.40575455079272,52.08,medium,0
2026-06-25 16:36:02.421331+00:00,GDN_01,16.91,71.44,1016.99,1.01,239,0.0,39,55.96666666666667,51.0,6.163333333333334,1.8899999999999992,1015.9,1.0900000000000318,1.14,0.0,0,55.96666666666667,51.0,0.0,0.0,100,45.71344685848503,49.11,medium,0
2026-06-25 16:46:02.421331+00:00,GDN_01,20.92,82.69,1020.03,0.13,349,0.0,92,66.47,59.0,2.586666666666668,1.1399999999999992,1016.99,3.0399999999999636,0.0,0.0,0,66.47,59.0,0.0,0.0,0,14.210217263652376,36.11,medium,0
2026-06-25 16:56:02.421331+00:00,GDN_01,17.0,81.64,1010.17,1.78,159,0.0,31,78.58999999999999,54.0,0.9733333333333345,0.0,1020.03,-9.860000000000014,0.0,0.0,0,78.58999999999999,54.0,9.860000000000014,28.52183974544393,0,0.0,42.78,medium,0
2026-06-25 17:06:02.421331+00:00,GDN_01,13.35,78.28,1020.71,8.7,2,0.0,98,80.87,73.66666666666667,3.5366666666666675,0.0,1010.17,10.540000000000077,0.0,1.14,1,80.87,73.66666666666667,0.0,0.0,0,22.577803875513798,44.94,medium,0
2026-06-25 17:16:02.421331+00:00,GDN_01,14.51,46.21,1016.61,11.48,337,1.14,74,68.71,67.66666666666667,7.32,1.1399999999999992,1020.71,-4.100000000000023,0.0,0.82,1,68.71,67.66666666666667,4.100000000000023,11.859994214636979,0,55.9013505578391,45.49,medium,0
2026-06-25 17:26:02.421331+00:00,GDN_01,14.44,80.65,995.44,7.98,309,0.82,100,68.38,90.66666666666667,9.386666666666668,1.959999999999999,1016.61,-21.16999999999996,1.14,0.25,1,68.38,90.66666666666667,21.16999999999996,61.23806768874706,100,74.10452143276571,77.84,high,1
2026-06-25 17:36:02.421331+00:00,GDN_01,18.54,77.39,1012.33,9.65,207,0.25,38,68.08333333333333,70.66666666666667,9.703333333333335,2.209999999999999,995.44,16.889999999999986,0.82,0.62,1,68.08333333333333,70.66666666666667,0.0,0.0,100,76.89371697005285,60.78,medium,1
2026-06-25 17:46:02.421331+00:00,GDN_01,17.07,72.4,1003.13,8.6,146,0.62,74,76.81333333333333,70.66666666666667,8.743333333333334,1.6899999999999993,1012.33,-9.200000000000045,0.25,0.72,1,76.81333333333333,70.66666666666667,9.200000000000045,26.612669945039055,100,68.4380504991192,67.88,high,1
2026-06-25 17:56:02.421331+00:00,GDN_01,20.04,87.54,1013.42,4.04,331,0.72,8,79.11,40.0,7.430000000000002,1.5899999999999994,1003.13,10.289999999999964,0.62,0.56,1,79.11,40.0,0.0,0.0,100,56.8702290076336,54.42,medium,0
2026-06-25 18:06:02.421331+00:00,GDN_01,15.38,49.28,1026.57,8.2,183,0.56,63,69.74000000000001,48.333333333333336,6.946666666666668,1.8999999999999995,1013.42,13.149999999999977,0.72,2.32,1,69.74000000000001,48.333333333333336,0.0,0.0,100,52.613035819142695,53.27,medium,0
2026-06-25 18:16:02.421331+00:00,GDN_01,20.19,54.19,1005.66,13.9,135,2.32,68,63.669999999999995,46.333333333333336,8.713333333333335,3.599999999999999,1026.57,-20.909999999999968,0.56,1.74,1,63.669999999999995,46.333333333333336,20.909999999999968,60.485970494648164,100,68.17381092190253,64.6,medium,1
2026-06-25 18:26:02.421331+00:00,GDN_01,15.3,70.75,1027.78,13.03,257,1.74,94,58.07333333333332,75.0,11.71,4.619999999999999,1005.66,22.120000000000005,2.32,0.0,0,58.07333333333332,75.0,0.0,0.0,100,94.56840869054611,60.63,medium,1
2026-06-25 18:36:02.421331+00:00,GDN_01,15.88,50.24,1015.8,0.83,148,0.0,85,58.393333333333324,82.33333333333333,9.253333333333336,4.059999999999999,1027.78,-11.980000000000018,1.74,0.4,1,58.393333333333324,82.33333333333333,11.980000000000018,34.65432455886596,100,72.93012331180272,67.33,high,1
2026-06-25 18:46:02.421331+00:00,GDN_01,19.51,77.17,1027.69,6.26,153,0.4,47,66.05333333333333,75.33333333333333,6.706666666666668,2.1399999999999997,1015.8,11.8900000000001,0.0,1.5,1,66.05333333333333,75.33333333333333,0.0,0.0,0,50.49911920140928,43.7,medium,0
2026-06-25 18:56:02.421331+00:00,GDN_01,21.0,82.2,1012.17,0.83,347,1.5,38,69.87,56.666666666666664,2.640000000000002,1.8999999999999997,1027.69,-15.520000000000095,0.4,1.38,1,69.87,56.666666666666664,15.520000000000095,44.89441712467464,100,14.679976512037587,60.57,medium,1
2026-06-25 19:06:02.421331+00:00,GDN_01,13.22,81.51,1014.3,1.21,22,1.38,0,80.29333333333334,28.333333333333332,2.766666666666668,3.2799999999999994,1012.17,2.1299999999999955,1.5,0.0,0,80.29333333333334,28.333333333333332,0.0,0.0,100,15.795654726952437,47.75,medium,0
2026-06-25 19:16:02.421331+00:00,GDN_01,20.62,77.61,1022.86,5.06,298,0.0,23,80.44,20.333333333333332,2.3666666666666685,2.88,1014.3,8.56000000000006,1.38,2.01,1,80.44,20.333333333333332,0.0,0.0,100,12.272460364063424,45.44,medium,0
2026-06-25 19:26:02.421331+00:00,GDN_01,14.49,46.42,1027.09,12.76,309,2.01,100,68.51333333333334,41.0,6.343333333333335,3.3899999999999997,1022.86,4.2299999999999045,0.0,1.0,1,68.51333333333334,41.0,0.0,0.0,0,47.29888432178508,35.53,medium,0
2026-06-25 19:36:02.421331+00:00,GDN_01,17.65,58.78,1018.45,7.18,329,1.0,71,60.93666666666667,64.66666666666667,8.333333333333334,3.01,1027.09,-8.639999999999873,2.01,0.02,1,60.93666666666667,64.66666666666667,8.639999999999873,24.9927682962101,100,64.82677627715796,60.93,medium,1
2026-06-25 19:46:02.421331+00:00,GDN_01,17.15,83.08,1028.66,1.76,247,0.02,96,62.76,89.0,7.233333333333335,3.03,1018.45,10.210000000000036,1.0,0.6,1,62.76,89.0,0.0,0.0,100,55.13799177921316,61.59,medium,1
2026-06-25 19:56:02.421331+00:00,GDN_01,17.3,90.13,1003.06,1.6,86,0.6,15,77.33,60.666666666666664,3.513333333333335,1.62,1028.66,-25.600000000000136,0.02,1.58,1,77.33,60.666666666666664,25.600000000000136,74.05264680358697,100,22.372284204345277,70.41,high,1
2026-06-25 20:06:02.421331+00:00,GDN_01,19.35,89.39,1017.26,3.91,77,1.58,27,87.53333333333332,46.0,2.423333333333335,2.2,1003.06,14.200000000000045,0.6,0.0,0,87.53333333333332,46.0,0.0,0.0,100,12.7715795654727,54.04,medium,0
2026-06-25 20:16:02.421331+00:00,GDN_01,16.38,85.64,1024.77,9.93,225,0.0,84,88.38666666666666,42.0,5.146666666666668,2.18,1017.26,7.509999999999991,1.58,0.0,0,88.38666666666666,42.0,0.0,0.0,100,36.758661186142106,55.69,medium,0
2026-06-25 20:26:02.421331+00:00,GDN_01,19.8,75.89,997.46,7.86,317,0.0,18,83.64,43.0,7.233333333333335,1.58,1024.77,-27.309999999999945,0.0,0.0,0,83.64,43.0,27.309999999999945,78.99913219554473,0,55.13799177921316,57.16,medium,0
2026-06-25 20:36:02.421331+00:00,GDN_01,16.81,71.62,1008.48,6.58,180,0.0,36,77.71666666666668,46.0,8.123333333333335,0.0,997.46,11.019999999999982,0.0,1.14,1,77.71666666666668,46.0,0.0,0.0,0,62.97709923664122,41.11,medium,0
2026-06-25 20:46:02.421331+00:00,GDN_01,15.6,73.85,1014.33,6.47,246,1.14,14,73.78666666666668,22.666666666666668,6.9700000000000015,1.14,1008.48,5.850000000000023,0.0,1.93,1,73.78666666666668,22.666666666666668,0.0,0.0,0,52.81855549031122,33.08,medium,0
2026-06-25 20:56:02.421331+00:00,GDN_01,20.52,84.84,1011.4,9.57,7,1.93,56,76.77,35.333333333333336,7.540000000000002,3.07,1014.33,-2.9300000000000637,1.14,0.48,1,76.77,35.333333333333336,2.9300000000000637,8.47555684119193,100,57.83910745742807,54.34,medium,0
2026-06-25 21:06:02.421331+00:00,GDN_01,16.42,62.94,1015.92,10.34,91,0.48,22,73.87666666666667,30.666666666666668,8.793333333333335,3.55,1011.4,4.519999999999982,1.93,0.0,0,73.87666666666667,30.666666666666668,0.0,0.0,100,68.87844979448033,51.72,medium,0
2026-06-25 21:16:02.421331+00:00,GDN_01,13.08,84.3,995.53,11.55,144,0.0,1,77.36,26.333333333333332,10.48666666666667,2.41,1015.92,-20.389999999999986,0.48,0.0,0,77.36,26.333333333333332,20.389999999999986,58.98177610645036,100,83.79330593071052,64.97,medium,1
2026-06-25 21:26:02.421331+00:00,GDN_01,13.85,47.49,1021.48,4.97,261,0.0,54,64.91000000000001,25.666666666666668,8.953333333333335,0.48,995.53,25.950000000000045,0.0,0.59,1,64.91000000000001,25.666666666666668,0.0,0.0,0,70.28772753963594,32.92,low,0
2026-06-25 21:36:02.421331+00:00,GDN_01,13.73,83.13,1008.55,13.69,144,0.59,11,71.64,22.0,10.070000000000002,0.59,1021.48,-12.930000000000064,0.0,0.0,0,71.64,22.0,12.930000000000064,37.40237199884294,0,80.12331180270112,42.48,medium,0
2026-06-25 21:46:02.421331+00:00,GDN_01,19.64,73.95,999.15,5.05,89,0.0,90,68.19,51.666666666666664,7.903333333333335,0.59,1008.55,-9.399999999999977,0.59,0.78,1,68.19,51.666666666666664,9.399999999999977,27.19120624819188,100,61.03934233705227,59.92,medium,0
2026-06-25 21:56:02.421331+00:00,GDN_01,13.76,90.63,1007.55,3.69,85,0.78,4,82.57,35.0,7.4766666666666675,1.37,999.15,8.399999999999977,0.0,0.0,0,82.57,35.0,0.0,0.0,0,57.28126834997063,39.25,medium,0
2026-06-25 22:06:02.421331+00:00,GDN_01,18.78,77.19,1029.88,7.79,135,0.0,16,80.58999999999999,36.666666666666664,5.510000000000001,0.78,1007.55,22.330000000000155,0.78,0.34,1,80.58999999999999,36.666666666666664,0.0,0.0,100,39.95889606576629,52.34,medium,0
2026-06-25 22:16:02.421331+00:00,GDN_01,20.36,50.82,995.31,1.69,137,0.34,8,72.88000000000001,9.333333333333334,4.390000000000001,1.12,1029.88,-34.570000000000164,0.0,1.09,1,72.88000000000001,9.333333333333334,34.570000000000164,100.0,0,30.093951849677037,47.21,medium,0
2026-06-25 22:26:02.421331+00:00,GDN_01,13.51,88.43,1022.15,5.18,191,1.09,71,72.14666666666666,31.666666666666668,4.886666666666668,1.4300000000000002,995.31,26.840000000000032,0.34,1.53,1,72.14666666666666,31.666666666666668,0.0,0.0,100,34.468584850264236,48.01,medium,0
2026-06-25 22:36:02.421331+00:00,GDN_01,14.67,68.62,1008.65,4.41,271,1.53,16,69.29,31.666666666666668,3.760000000000001,2.96,1022.15,-13.5,1.09,0.0,0,69.29,31.666666666666668,13.5,39.05120046282886,100,24.544920728126836,53.97,medium,0
2026-06-25 22:46:02.421331+00:00,GDN_01,15.88,89.95,1027.82,5.3,14,0.0,39,82.33333333333333,42.0,4.963333333333335,2.62,1008.65,19.16999999999996,1.53,0.51,1,82.33333333333333,42.0,0.0,0.0,100,35.14386376981797,53.71,medium,0
2026-06-25 22:56:02.421331+00:00,GDN_01,20.0,45.75,1006.53,10.46,335,0.51,19,68.10666666666667,24.666666666666668,6.723333333333335,2.04,1027.82,-21.289999999999964,0.0,0.0,0,68.10666666666667,24.666666666666668,21.289999999999964,61.58518947063889,0,50.64591896652966,43.98,medium,0
2026-06-25 23:06:02.421331+00:00,GDN_01,19.48,49.26,1026.82,4.14,273,0.0,31,61.653333333333336,29.666666666666668,6.6333333333333355,0.51,1006.53,20.289999999999964,0.51,3.11,1,61.653333333333336,29.666666666666668,0.0,0.0,100,49.85320023487964,45.9,medium,0
2026-06-25 23:16:02.421331+00:00,GDN_01,18.0,48.48,1013.02,1.71,91,3.11,24,47.830000000000005,24.666666666666668,5.436666666666667,3.62,1026.82,-13.799999999999955,0.0,0.41,1,47.830000000000005,24.666666666666668,13.799999999999955,39.919004917558254,0,39.31297709923664,32.43,low,0
2026-06-25 23:26:02.421331+00:00,GDN_01,16.44,78.75,1007.26,9.23,138,0.41,29,58.830000000000005,28.0,5.026666666666668,3.52,1013.02,-5.759999999999991,3.11,0.1,1,58.830000000000005,28.0,5.759999999999991,16.661845530806954,100,35.7017028772754,46.55,medium,0
2026-06-25 23:36:02.421331+00:00,GDN_01,16.08,55.12,998.22,1.2,346,0.1,78,60.78333333333333,43.666666666666664,4.046666666666668,3.619999999999999,1007.26,-9.039999999999964,0.41,1.98,1,60.78333333333333,43.666666666666664,9.039999999999964,26.149840902516402,100,27.069876688197297,52.09,medium,0
2026-06-25 23:46:02.421331+00:00,GDN_01,15.5,73.45,1012.0,10.88,186,1.98,84,69.10666666666667,63.666666666666664,7.103333333333334,2.49,998.22,13.779999999999973,0.1,0.0,0,69.10666666666667,63.666666666666664,0.0,0.0,100,53.992953611274224,57.05,medium,0
2026-06-25 23:56:02.421331+00:00,GDN_01,20.44,67.99,1007.01,10.71,128,0.0,19,65.52,60.333333333333336,7.5966666666666685,2.08,1012.0,-4.990000000000009,1.98,0.13,1,65.52,60.333333333333336,4.990000000000009,14.434480763667878,100,58.33822665883735,58.46,medium,0
2026-06-26 00:06:02.421331+00:00,GDN_01,16.83,85.04,1003.38,6.41,283,0.13,33,75.49333333333334,45.333333333333336,9.333333333333336,2.11,1007.01,-3.6299999999999955,0.0,0.19,1,75.49333333333334,45.333333333333336,3.6299999999999955,10.500433902227302,0,73.63476218438052,43.44,medium,0
2026-06-26 00:16:02.421331+00:00,GDN_01,17.43,65.93,1027.82,1.71,335,0.19,7,72.98666666666666,19.666666666666668,6.276666666666667,0.32,1003.38,24.43999999999994,0.13,1.39,1,72.98666666666666,19.666666666666668,0.0,0.0,100,46.71168526130357,46.48,medium,0
2026-06-26 00:26:02.421331+00:00,GDN_01,20.83,59.52,1017.33,1.71,142,1.39,81,70.16333333333334,40.333333333333336,3.2766666666666677,1.71,1027.82,-10.489999999999895,0.19,0.2,1,70.16333333333334,40.333333333333336,10.489999999999895,30.344229100375603,100,20.287727539635934,54.23,medium,0
2026-06-26 00:36:02.421331+00:00,GDN_01,20.08,80.92,1027.65,6.84,358,0.2,63,68.79,50.333333333333336,3.4200000000000013,1.78,1017.33,10.32000000000005,1.39,0.0,0,68.79,50.333333333333336,0.0,0.0,100,21.55020551967117,50.38,medium,0
2026-06-26 00:46:02.421331+00:00,GDN_01,18.32,79.4,1026.26,1.37,358,0.0,87,73.28,77.0,3.3066666666666684,1.5899999999999999,1027.65,-1.3900000000001,0.2,0.37,1,73.28,77.0,1.3900000000001,4.020827306913779,100,20.55196711685262,59.09,medium,0
2026-06-26 00:56:02.421331+00:00,GDN_01,19.77,94.55,1013.88,13.43,276,0.37,38,84.95666666666666,62.666666666666664,7.213333333333335,0.5700000000000001,1026.26,-12.379999999999995,0.0,0.87,1,84.95666666666666,62.666666666666664,12.379999999999995,35.81139716517193,0,54.961832061068705,53.81,medium,0
2026-06-26 01:06:02.421331+00:00,GDN_01,16.61,81.15,1029.39,13.79,32,0.87,31,85.03333333333335,52.0,9.530000000000001,1.24,1013.88,15.510000000000105,0.37,0.29,1,85.03333333333335,52.0,0.0,0.0,100,75.36699941280094,61.05,medium,1
2026-06-26 01:16:02.421331+00:00,GDN_01,15.97,58.98,1018.61,1.55,70,0.29,83,78.22666666666667,50.666666666666664,9.590000000000002,1.53,1029.39,-10.780000000000086,0.87,0.66,1,78.22666666666667,50.666666666666664,10.780000000000086,31.183106739948034,100,75.89547856723429,64.96,medium,1
2026-06-26 01:26:02.421331+00:00,GDN_01,20.46,54.19,1029.58,6.56,346,0.66,17,64.77333333333333,43.666666666666664,7.300000000000001,1.82,1018.61,10.969999999999914,0.29,0.0,0,64.77333333333333,43.666666666666664,0.0,0.0,100,55.725190839694655,50.92,medium,0
2026-06-26 01:36:02.421331+00:00,GDN_01,17.56,90.33,1007.08,8.58,138,0.0,97,67.83333333333333,65.66666666666667,5.563333333333335,0.95,1029.58,-22.499999999999886,0.66,0.0,0,67.83333333333333,65.66666666666667,22.499999999999886,65.08533410471443,100,40.4286553141515,68.83,high,1
2026-06-26 01:46:02.421331+00:00,GDN_01,16.96,65.59,999.5,8.0,20,0.0,62,70.03666666666668,58.666666666666664,7.713333333333334,0.6599999999999999,1007.08,-7.580000000000041,0.0,0.45,1,70.03666666666668,58.666666666666664,7.580000000000041,21.92652588949958,0,59.36582501467996,46.0,medium,0
2026-06-26 01:56:02.421331+00:00,GDN_01,20.8,56.05,995.03,2.06,224,0.45,97,70.65666666666667,85.33333333333333,6.213333333333335,0.45,999.5,-4.470000000000027,0.0,0.43,1,70.65666666666667,85.33333333333333,4.470000000000027,12.930286375470079,0,46.15384615384615,49.73,medium,0
2026-06-26 02:06:02.421331+00:00,GDN_01,20.45,77.2,1006.9,8.98,348,0.43,37,66.27999999999999,65.33333333333333,6.3466666666666685,0.88,995.03,11.870000000000005,0.45,0.0,0,66.27999999999999,65.33333333333333,0.0,0.0,100,47.328244274809165,55.95,medium,0
